NOC,Team,Games,Year,GDP,Population,Sports,Events,Athletes per Event,Median Competitor Age,Median Competitor Height,Median Competitor Weight,Summer,Home_Field_Adv,Golds,Silvers,Bronzes,Total Medals
LES,Lesotho,1996 Summer,1996,0.914,1.862,1,4,1.0,29.0,172.0,60.0,1,0,0,0,0,0
LTU,Lithuania,1996 Summer,1996,8.383,3.602,12,41,1.317,25.0,184.0,80.0,1,0,0,0,11,11
LUX,Luxembourg,1996 Summer,1996,20.548,0.412,3,4,0.75,36.0,172.0,72.0,1,0,0,0,0,0
MAD,Madagascar,1996 Summer,1996,4.932,13.903,4,8,1.125,24.0,164.5,55.0,1,0,0,0,0,0
MAR,Morocco,1996 Summer,1996,43.162,26.761,5,16,1.625,26.0,175.0,63.0,1,0,0,0,2,2
MAS,Malaysia,1996 Summer,1996,109.839,21.223,6,17,1.294,21.0,176.0,70.0,1,0,0,2,1,3
MAW,Malawi,1996 Summer,1996,3.956,10.876,1,1,1.0,29.0,171.0,60.0,1,0,0,0,0,0
MDA,Moldova,1996 Summer,1996,1.694,2.96,9,31,1.032,25.0,178.0,71.0,1,0,0,2,1,3
MDV,Maldives,1996 Summer,1996,0.527,0.25,1,5,1.0,22.0,164.0,57.0,1,0,0,0,0,0
MEX,Mexico,1996 Summer,1996,410.973,93.295,14,43,1.698,24.0,173.0,65.0,1,0,0,0,1,1
MGL,Mongolia,1996 Summer,1996,1.576,2.276,6,14,1.0,25.0,168.0,61.5,1,0,0,0,1,1
MKD,Macedonia,1996 Summer,1996,4.642,1.977,3,8,0.75,19.5,170.0,59.0,1,0,0,0,0,0
MLI,Mali,1996 Summer,1996,3.416,9.586,1,3,0.667,29.0,186.0,82.0,1,0,0,0,0,0
MLT,Malta,1996 Summer,1996,3.446,0.378,3,5,0.8,33.0,180.0,76.0,1,0,0,0,0,0
MOZ,Mozambique,1996 Summer,1996,4.163,16.463,2,2,1.0,26.5,170.5,65.0,1,0,0,0,1,1
MRI,Mauritius,1996 Summer,1996,4.529,1.134,4,15,1.067,24.0,176.5,70.0,1,0,0,0,0,0
MTN,Mauritania,1996 Summer,1996,2.132,2.358,1,4,1.0,28.0,173.5,68.5,1,0,0,0,0,0
NAM,Namibia,1996 Summer,1996,3.494,1.643,4,8,0.875,27.5,180.0,73.0,1,0,0,2,0,2
NCA,Nicaragua,1996 Summer,1996,4.308,4.549,3,4,1.25,25.0,179.0,75.0,1,0,0,0,0,0
NED,Netherlands,1996 Summer,1996,450.625,15.494,18,87,2.023,27.0,184.0,78.0,1,0,33,8,21,62
NEP,Nepal,1996 Summer,1996,5.557,22.09,1,2,1.0,29.0,160.0,52.0,1,0,0,0,0,0
NGR,Nigeria,1996 Summer,1996,172.686,110.669,6,30,1.833,23.0,180.0,70.0,1,0,16,4,2,22
NOR,Norway,1996 Summer,1996,163.52,4.393,16,65,1.477,25.0,177.0,70.0,1,0,2,3,17,22
NZL,New Zealand,1996 Summer,1996,69.062,3.734,12,53,1.151,25.0,180.0,75.0,1,0,1,1,3,5
OMA,Oman,1996 Summer,1996,15.277,2.225,3,4,0.75,28.0,172.0,68.0,1,0,0,0,0,0
PAK,Pakistan,1996 Summer,1996,82.758,124.49,5,9,1.444,24.0,175.0,67.0,1,0,0,0,0,0
PAN,Panama,1996 Summer,1996,10.04,2.804,5,5,1.0,22.0,175.0,86.0,1,0,0,0,0,0
PAR,Paraguay,1996 Summer,1996,9.788,4.874,1,2,1.0,26.0,184.5,96.0,1,0,0,0,0,0
PER,Peru,1996 Summer,1996,53.412,24.348,6,16,1.188,23.0,174.5,74.0,1,0,0,0,0,0
PHI,Philippines,1996 Summer,1996,94.65,71.9,3,11,0.727,22.0,169.0,58.0,1,0,0,1,0,1
PNG,Papua New Guinea,1996 Summer,1996,7.608,4.64,2,10,1.0,21.0,173.0,65.0,1,0,0,0,0,0
POL,Poland,1996 Summer,1996,156.993,38.609,20,126,1.31,25.0,179.0,73.0,1,0,7,8,7,22
POR,Portugal,1996 Summer,1996,122.655,10.064,15,65,1.4,24.0,176.0,68.0,1,0,1,0,2,3
PUR,Puerto Rico,1996 Summer,1996,45.341,3.685,10,37,0.946,23.0,180.0,80.0,1,0,0,0,1,1
QAT,Qatar,1996 Summer,1996,7.761,0.512,3,9,1.222,23.0,178.0,71.0,1,0,0,0,0,0
ROU,Romania,1996 Summer,1996,35.692,22.8,16,98,1.143,23.0,170.0,66.0,1,0,12,9,11,32
RSA,South Africa,1996 Summer,1996,147.701,42.21,12,53,1.132,23.0,178.0,72.0,1,0,3,1,0,4
RUS,Russia,1996 Summer,1996,412.685,148.074,25,207,1.816,24.0,177.0,68.0,1,0,35,45,34,114
RWA,Rwanda,1996 Summer,1996,1.343,5.925,1,2,1.0,25.0,175.5,67.5,1,0,0,0,0,0
SEN,Senegal,1996 Summer,1996,6.3,8.913,2,6,1.167,26.0,186.5,77.0,1,0,0,0,0,0
SEY,Seychelles,1996 Summer,1996,0.503,0.076,5,9,1.0,23.0,180.0,75.0,1,0,0,0,0,0
SGP,Singapore,1996 Summer,1996,96.293,3.671,5,20,0.4,17.0,175.0,61.0,1,0,0,0,0,0
SLE,Sierra Leone,1996 Summer,1996,1.374,4.313,1,8,1.5,24.0,180.0,70.0,1,0,0,0,0,0
SLO,Slovenia,1996 Summer,1996,21.516,1.99,8,34,0.941,24.0,178.5,70.0,1,0,0,2,0,2
SRI,Sri Lanka,1996 Summer,1996,16.051,18.367,2,8,1.0,26.5,168.0,59.0,1,0,0,0,0,0
STP,Sao Tome and Principe,1996 Summer,1996,0.136,0.13,1,2,1.0,18.5,170.5,59.5,1,0,0,0,0,0
SUD,Sudan,1996 Summer,1996,8.377,28.6,1,3,1.0,19.0,181.0,64.0,1,0,0,0,0,0
SUI,Switzerland,1996 Summer,1996,340.775,7.062,17,83,1.349,26.0,173.0,67.0,1,0,5,6,0,11
SUR,Suriname,1996 Summer,1996,1.153,0.442,3,8,0.625,17.0,163.0,53.5,1,0,0,0,0,0
SVK,Slovakia,1996 Summer,1996,21.659,5.408,14,68,1.029,24.0,178.0,68.0,1,0,1,1,1,3
SWE,Sweden,1996 Summer,1996,291.746,8.844,20,99,1.384,27.0,180.0,73.5,1,0,3,22,5,30
SWZ,Swaziland,1996 Summer,1996,1.83,0.909,2,2,1.5,28.0,165.0,60.0,1,0,0,0,0,0
SYR,Syria,1996 Summer,1996,17.761,14.973,3,5,1.0,25.0,165.0,63.0,1,0,1,0,0,1
TAN,Tanzania,1996 Summer,1996,7.889,29.603,2,4,1.5,28.0,166.5,63.5,1,0,0,0,0,0
TGA,Tonga,1996 Summer,1996,0.218,0.098,2,4,1.0,25.5,179.0,73.0,1,0,0,1,0,1
THA,Thailand,1996 Summer,1996,183.035,60.13,8,30,0.967,20.0,167.5,60.0,1,0,1,0,1,2
TJK,Tajikistan,1996 Summer,1996,1.052,5.735,3,3,1.0,22.0,189.0,54.0,1,0,0,0,0,0
TKM,Turkmenistan,1996 Summer,1996,2.379,4.293,6,6,1.0,25.0,179.5,78.0,1,0,0,0,0,0
TOG,Togo,1996 Summer,1996,2.448,4.349,1,4,1.0,27.0,170.0,73.0,1,0,0,0,0,0
TTO,Trinidad and Tobago,1996 Summer,1996,5.859,1.258,5,11,0.909,26.0,176.0,75.0,1,0,0,0,2,2
TUN,Tunisia,1996 Summer,1996,21.283,9.256,7,17,2.059,23.0,180.0,75.0,1,0,0,0,0,0
TUR,Turkey,1996 Summer,1996,250.486,61.106,9,39,0.949,24.0,172.0,68.0,1,0,4,1,1,6
UAE,United Arab Emirates,1996 Summer,1996,70.991,2.443,1,1,1.0,20.0,180.0,80.0,1,0,0,0,0,0
UGA,Uganda,1996 Summer,1996,7.713,19.214,3,5,1.2,22.5,169.0,73.5,1,0,0,0,1,1
UKR,Ukraine,1996 Summer,1996,46.083,50.4,20,133,1.218,24.0,176.0,68.0,1,0,9,5,16,30
URU,Uruguay,1996 Summer,1996,24.613,3.248,3,5,1.2,26.0,178.5,70.0,1,0,0,0,0,0
USA,United States,1996 Summer,1996,8073.13,269.581,30,253,2.34,26.0,178.0,73.0,1,1,148,43,50,241
UZB,Uzbekistan,1996 Summer,1996,16.47,23.13,10,56,0.982,23.0,178.5,77.0,1,0,0,1,1,2
VAN,Vanuatu,1996 Summer,1996,0.261,0.173,1,4,1.0,25.5,165.0,59.5,1,0,0,0,0,0
VEN,Venezuela,1996 Summer,1996,70.536,22.219,11,28,0.929,23.0,174.5,71.5,1,0,0,0,0,0
VIE,Vietnam,1996 Summer,1996,31.352,74.815,1,1,1.0,26.0,159.0,51.0,1,0,0,0,0,0
YEM,Yemen,1996 Summer,1996,6.496,15.796,1,3,1.0,25.0,170.0,60.0,1,0,0,0,0,0
ZAM,Zambia,1996 Summer,1996,3.599,9.502,2,6,1.0,25.5,171.0,58.5,1,0,0,1,0,1
ZIM,Zimbabwe,1996 Summer,1996,10.117,11.905,5,11,1.0,23.0,177.0,68.0,1,0,0,0,0,0
ARG,Argentina,1998 Winter,1998,334.244,36.005,2,6,0.333,20.0,170.0,65.0,0,0,0,0,0,0
ARM,Armenia,1998 Winter,1998,1.892,3.11,3,4,1.0,25.0,171.0,77.0,0,0,0,0,0,0
AUS,Australia,1998 Winter,1998,380.614,18.706,8,22,1.045,28.0,174.5,72.0,0,0,0,0,1,1
AUT,Austria,1998 Winter,1998,218.557,7.977,12,48,1.958,26.0,180.0,75.0,0,0,3,5,12,20
AZE,Azerbaijan,1998 Winter,1998,4.28,7.877,1,3,1.333,22.5,170.0,60.5,0,0,0,0,0,0
BEL,Belgium,1998 Winter,1998,258.876,10.192,1,3,0.333,30.0,181.0,84.0,0,0,0,0,1,1
BIH,Bosnia and Herzegovina,1998 Winter,1998,5.281,3.732,3,8,1.0,22.0,181.5,90.0,0,0,0,0,0,0
BLR,Belarus,1998 Winter,1998,15.215,10.045,8,28,2.071,26.0,173.0,68.0,0,0,0,0,2,2
BUL,Bulgaria,1998 Winter,1998,15.031,8.105,6,22,0.864,22.0,172.0,64.0,0,0,1,0,0,1
CAN,Canada,1998 Winter,1998,634.004,30.124,12,55,2.582,26.0,174.0,71.0,0,0,14,28,7,49
CHI,Chile,1998 Winter,1998,81.561,14.975,1,3,0.667,21.0,174.0,78.0,0,0,0,0,0,0
CHN,China,1998 Winter,1998,1024.17,1247.61,7,24,2.208,21.0,168.0,67.0,0,0,0,9,5,14
CRO,Croatia,1998 Winter,1998,25.182,4.501,3,10,0.6,20.0,175.0,76.0,0,0,0,0,0,0
CZE,Czech Republic,1998 Winter,1998,66.782,10.299,9,36,1.694,24.0,178.0,68.0,0,0,21,1,1,23
DEN,Denmark,1998 Winter,1998,176.991,5.295,5,8,1.125,29.0,176.5,72.5,0,0,0,5,0,5
ESP,Spain,1998 Winter,1998,618.414,40.008,4,8,1.5,24.5,176.0,65.5,0,0,0,0,0,0
EST,Estonia,1998 Winter,1998,5.67,1.386,5,17,1.176,24.0,179.5,72.0,0,0,0,0,0,0
FIN,Finland,1998 Winter,1998,134.212,5.147,10,34,2.5,24.0,175.0,67.0,0,0,2,7,49,58
FRA,France,1998 Winter,1998,1505.18,58.299,12,47,2.255,25.0,176.0,69.0,0,0,2,1,12,15
GBR,Great Britain,1998 Winter,1998,1651.78,58.475,7,17,1.706,28.0,177.0,75.0,0,0,0,0,4,4
GEO,Georgia,1998 Winter,1998,3.708,4.29,2,6,0.667,25.5,176.5,72.5,0,0,0,0,0,0
GER,Germany,1998 Winter,1998,2242.07,81.446,14,58,2.155,25.0,178.0,69.0,0,0,22,12,10,44
GRE,Greece,1998 Winter,1998,143.424,10.693,6,9,1.222,25.0,180.0,81.5,0,0,0,0,0,0
HUN,Hungary,1998 Winter,1998,48.707,10.28,6,18,0.944,21.0,176.5,70.5,0,0,0,0,0,0
IND,India,1998 Winter,1998,428.767,1019.48,1,1,1.0,16.0,183.0,85.0,0,0,0,0,0,0
IRL,Ireland,1998 Winter,1998,90.421,3.731,2,4,1.5,30.0,188.0,97.0,0,0,0,0,0,0
ISL,Iceland,1998 Winter,1998,8.504,0.272,1,3,1.0,25.0,175.0,70.0,0,0,0,0,0,0
ISR,Israel,1998 Winter,1998,116.209,5.967,1,2,1.5,23.0,165.0,60.0,0,0,0,0,0,0
ITA,Italy,1998 Winter,1998,1271.7,56.904,13,54,2.093,27.0,174.0,73.0,0,0,3,9,5,17
JAM,Jamaica,1998 Winter,1998,8.787,2.534,1,2,3.0,33.5,181.0,98.0,0,0,0,0,0,0
JPN,Japan,1998 Winter,1998,4098.36,126.349,14,65,2.4,24.0,167.0,61.0,0,1,8,1,4,13
KAZ,Kazakhstan,1998 Winter,1998,22.135,14.955,7,32,1.719,25.0,179.5,72.0,0,0,0,0,2,2
KEN,Kenya,1998 Winter,1998,15.739,27.8,1,1,1.0,26.0,180.0,70.0,0,0,0,0,0,0
KGZ,Kyrgyzstan,1998 Winter,1998,1.63,4.732,1,2,0.5,32.0,177.0,75.0,0,0,0,0,0,0
KOR,South Korea,1998 Winter,1998,382.855,46.287,8,28,1.214,19.0,173.0,67.0,0,0,5,3,1,9
LAT,Latvia,1998 Winter,1998,7.162,2.421,6,23,1.261,26.0,181.0,78.0,0,0,0,0,0,0
LTU,Lithuania,1998 Winter,1998,11.24,3.549,3,11,0.545,25.0,176.0,73.5,0,0,0,0,0,0
LUX,Luxembourg,1998 Winter,1998,19.342,0.422,1,1,1.0,23.0,168.0,57.0,0,0,0,0,0,0
MDA,Moldova,1998 Winter,1998,1.697,2.946,1,4,0.5,27.0,168.5,59.5,0,0,0,0,0,0
MGL,Mongolia,1998 Winter,1998,1.315,2.34,1,2,1.0,19.0,175.5,67.5,0,0,0,0,0,0
MKD,Macedonia,1998 Winter,1998,3.764,1.993,1,1,1.0,25.0,182.0,74.0,0,0,0,0,0,0
NED,Netherlands,1998 Winter,1998,438.61,15.654,3,16,1.375,23.0,177.0,65.0,0,0,5,4,2,11
NOR,Norway,1998 Winter,1998,154.163,4.441,10,48,1.562,26.0,177.0,70.0,0,0,13,15,12,40
NZL,New Zealand,1998 Winter,1998,56.778,3.816,5,6,1.167,24.0,175.0,65.0,0,0,0,0,0,0
POL,Poland,1998 Winter,1998,172.389,38.66,10,35,1.114,23.0,174.0,63.0,0,0,0,0,0,0
POR,Portugal,1998 Winter,1998,124.124,10.16,2,2,1.0,26.0,170.0,65.5,0,0,0,0,0,0
PUR,Puerto Rico,1998 Winter,1998,54.086,3.748,2,3,1.667,34.5,182.5,96.0,0,0,0,0,0,0
ROU,Romania,1998 Winter,1998,42.543,22.565,6,22,0.727,25.0,175.0,72.0,0,0,0,0,0,0
RSA,South Africa,1998 Winter,1998,137.686,43.58,2,3,0.667,19.0,175.0,75.0,0,0,0,0,0,0
RUS,Russia,1998 Winter,1998,287.672,147.539,12,52,2.346,25.0,176.0,70.0,0,0,14,32,6,52
SLO,Slovenia,1998 Winter,1998,22.168,1.985,7,21,1.476,24.5,176.0,68.5,0,0,0,0,0,0
SUI,Switzerland,1998 Winter,1998,303.79,7.096,12,39,1.769,26.0,175.5,70.0,0,0,6,5,3,14
SVK,Slovakia,1998 Winter,1998,22.825,5.388,7,20,1.85,25.0,180.0,72.0,0,0,0,0,0,0
SWE,Sweden,1998 Winter,1998,270.81,8.854,10,42,2.357,26.0,176.0,71.5,0,0,0,2,5,7
TTO,Trinidad and Tobago,1998 Winter,1998,6.148,1.262,1,1,2.0,35.0,180.0,93.0,0,0,0,0,0,0
UKR,Ukraine,1998 Winter,1998,43.315,49.545,10,41,1.366,24.0,170.0,64.0,0,0,0,1,0,1
URU,Uruguay,1998 Winter,1998,27.587,3.312,1,1,1.0,18.0,188.0,79.0,0,0,0,0,0,0
USA,United States,1998 Winter,1998,9062.83,276.022,14,68,2.721,26.0,173.0,70.0,0,0,25,4,5,34
UZB,Uzbekistan,1998 Winter,1998,17.683,24.231,2,3,1.0,25.0,164.0,60.0,0,0,0,0,0,0
VEN,Venezuela,1998 Winter,1998,91.836,23.13,1,1,1.0,36.0,178.0,85.0,0,0,0,0,0,0
ALB,Albania,2000 Summer,2000,3.483,3.089,3,5,0.8,31.0,168.0,52.0,1,0,0,0,0,0
ALG,Algeria,2000 Summer,2000,54.749,30.506,10,42,1.119,25.0,175.0,65.0,1,0,1,1,3,5
ANG,Angola,2000 Summer,2000,11.166,17.124,5,5,5.6,28.0,179.5,78.0,1,0,0,0,0,0
ANT,Antigua and Barbuda,2000 Summer,2000,0.83,0.076,2,4,0.75,30.0,169.5,68.5,1,0,0,0,0,0
ARG,Argentina,2000 Summer,2000,317.759,36.784,21,98,1.449,24.0,175.0,73.0,1,0,0,17,3,20
ARM,Armenia,2000 Summer,2000,1.912,3.08,10,26,0.962,24.5,175.0,72.5,1,0,0,0,1,1
ARU,Aruba,2000 Summer,2000,1.873,0.091,3,5,1.0,18.0,173.0,64.0,1,0,0,0,0,0
AUS,Australia,2000 Summer,2000,399.101,19.141,34,270,2.278,26.0,177.0,71.0,1,1,60,69,54,183
AUT,Austria,2000 Summer,2000,197.377,8.012,17,68,1.353,26.0,180.0,72.0,1,0,3,1,0,4
AZE,Azerbaijan,2000 Summer,2000,5.273,8.033,8,31,0.968,26.0,170.0,68.0,1,0,2,0,1,3
BAN,Bangladesh,2000 Summer,2000,54.348,127.658,3,6,0.833,22.0,157.0,49.0,1,0,0,0,0,0
BAR,Barbados,2000 Summer,2000,3.059,0.27,6,21,0.857,24.0,180.0,75.0,1,0,0,0,1,1
BDI,Burundi,2000 Summer,2000,0.87,6.684,1,5,1.2,26.0,179.5,59.5,1,0,0,0,0,0
BEL,Belgium,2000 Summer,2000,236.897,10.239,16,64,1.062,27.0,175.0,66.0,1,0,0,3,4,7
BEN,Benin,2000 Summer,2000,3.522,6.866,3,4,1.0,25.5,176.0,66.5,1,0,0,0,0,0
BHU,Bhutan,2000 Summer,2000,0.423,0.558,1,2,1.0,25.0,164.0,53.5,1,0,0,0,0,0
BIH,Bosnia and Herzegovina,2000 Summer,2000,5.554,3.751,4,9,0.778,29.0,175.0,67.0,1,0,0,0,0,0
BIZ,Belize,2000 Summer,2000,0.823,0.25,1,2,1.0,21.0,177.5,74.5,1,0,0,0,0,0
BLR,Belarus,2000 Summer,2000,10.785,9.99,20,108,1.269,24.0,170.0,62.0,1,0,3,8,11,22
BOL,Bolivia,2000 Summer,2000,8.385,8.34,2,4,1.0,25.0,175.0,64.5,1,0,0,0,0,0
BOT,Botswana,2000 Summer,2000,5.803,1.758,2,5,1.4,24.0,173.0,62.0,1,0,0,0,0,0
BRA,Brazil,2000 Summer,2000,655.454,173.766,24,96,2.062,24.0,178.0,72.0,1,0,0,12,36,48
BRU,Brunei,2000 Summer,2000,6.641,0.325,1,1,1.0,27.0,172.0,90.0,1,0,0,0,0,0
BUL,Bulgaria,2000 Summer,2000,13.246,8.15,16,85,1.071,24.0,170.0,63.0,1,0,5,6,2,13
BUR,Burkina Faso,2000 Summer,2000,2.961,11.608,3,3,1.0,23.0,180.0,79.0,1,0,0,0,0,0
CAF,Central African Republic,2000 Summer,2000,0.868,3.638,2,3,1.0,31.0,172.0,63.0,1,0,0,0,0,0
CAM,Cambodia,2000 Summer,2000,3.667,12.223,2,4,1.0,23.0,169.5,59.5,1,0,0,0,0,0
CAN,Canada,2000 Summer,2000,744.631,30.647,29,174,1.684,25.0,175.0,69.0,1,0,4,4,23,31
CHA,Chad,2000 Summer,2000,1.572,8.356,1,2,0.5,23.0,170.0,59.0,1,0,0,0,0,0
CHI,Chile,2000 Summer,2000,77.817,15.343,14,28,1.75,24.0,178.0,72.0,1,0,0,0,16,16
CHN,China,2000 Summer,2000,1205.52,1267.43,28,163,1.632,22.0,170.0,62.5,1,0,39,23,17,79
CIV,Cote d'Ivoire,2000 Summer,2000,14.851,16.134,5,12,1.083,23.0,177.0,75.0,1,0,0,0,0,0
CMR,Cameroon,2000 Summer,2000,9.802,15.514,4,14,2.143,22.0,176.0,71.0,1,0,14,0,0,14
COD,Congo (Kinshasa),2000 Summer,2000,19.077,48.049,1,1,1.0,32.0,176.0,63.0,1,0,0,0,0,0
COL,Colombia,2000 Summer,2000,99.229,40.296,13,45,0.978,25.0,170.0,62.0,1,0,1,0,0,1
COM,Comoros,2000 Summer,2000,0.339,0.54,1,2,1.0,19.5,172.5,60.0,1,0,0,0,0,0
CPV,Cape Verde,2000 Summer,2000,0.609,0.435,1,2,1.0,31.5,168.5,57.0,1,0,0,0,0,0
CRC,Costa Rica,2000 Summer,2000,15.016,3.81,5,9,0.778,26.0,180.0,75.0,1,0,0,0,2,2
CRO,Croatia,2000 Summer,2000,21.634,4.381,12,53,1.66,24.0,185.0,83.5,1,0,1,0,9,10
CYP,Cyprus,2000 Summer,2000,9.988,0.69,4,20,1.05,27.0,180.0,74.0,1,0,0,0,0,0
CZE,Czech Republic,2000 Summer,2000,61.823,10.278,20,96,1.24,25.0,180.0,77.0,1,0,2,3,4,9
DEN,Denmark,2000 Summer,2000,164.158,5.33,16,55,1.764,26.0,180.0,71.0,1,0,18,3,4,25
DJI,Djibouti,2000 Summer,2000,0.78,0.638,1,2,1.0,25.0,164.0,55.0,1,0,0,0,0,0
DMA,Dominica,2000 Summer,2000,0.333,0.071,2,4,1.0,22.0,176.0,66.0,1,0,0,0,0,0
DOM,Dominican Republic,2000 Summer,2000,24.306,8.398,5,12,1.0,22.0,180.0,74.75,1,0,0,0,0,0
ECU,Ecuador,2000 Summer,2000,18.319,12.531,5,11,0.909,27.0,176.0,78.0,1,0,0,0,0,0
EGY,Egypt,2000 Summer,2000,104.752,64.0,20,64,1.359,23.0,183.0,82.0,1,0,0,0,0,0
ERI,Eritrea,2000 Summer,2000,0.547,2.292,1,3,1.0,21.0,166.0,57.0,1,0,0,0,0,0
ESA,El Salvador,2000 Summer,2000,11.785,5.888,7,10,0.8,22.5,167.0,63.5,1,0,0,0,0,0
ESP,Spain,2000 Summer,2000,598.628,40.554,27,165,1.945,24.0,173.0,68.0,1,0,3,19,20,42
EST,Estonia,2000 Summer,2000,5.714,1.397,11,29,1.138,29.0,187.0,84.0,1,0,1,0,2,3
ETH,Ethiopia,2000 Summer,2000,8.167,63.5,2,11,2.364,22.0,167.0,55.0,1,0,4,1,3,8
FIJ,Fiji,2000 Summer,2000,1.824,0.798,5,9,0.778,24.0,178.0,73.0,1,0,0,0,0,0
FIN,Finland,2000 Summer,2000,126.075,5.171,16,64,1.094,25.0,176.0,73.5,1,0,3,1,1,5
FRA,France,2000 Summer,2000,1366.24,58.858,28,196,1.714,26.0,176.0,69.0,1,0,22,30,14,66
FSM,Federated States of Micronesia,2000 Summer,2000,0.233,0.107,3,4,1.0,20.0,156.0,53.5,1,0,0,0,0,0
GAB,Gabon,2000 Summer,2000,5.397,1.205,2,4,0.75,32.0,175.0,69.0,1,0,0,0,0,0
GBR,Great Britain,2000 Summer,2000,1661.34,58.886,23,178,1.736,26.0,177.0,70.0,1,0,22,20,12,54
GEO,Georgia,2000 Summer,2000,3.143,4.117,11,40,0.875,25.5,170.0,70.0,1,0,0,0,6,6
GEQ,Equatorial Guinea,2000 Summer,2000,1.159,0.614,2,3,1.0,20.0,158.0,60.0,1,0,0,0,0,0
GER,Germany,2000 Summer,2000,1948.84,81.457,29,234,1.795,27.0,180.0,72.0,1,0,31,23,63,117
GHA,Ghana,2000 Summer,2000,11.467,18.912,2,13,1.692,23.5,172.0,70.0,1,0,0,0,0,0
GRE,Greece,2000 Summer,2000,131.082,10.776,23,114,1.228,24.0,175.0,68.0,1,0,4,6,8,18
GRN,Grenada,2000 Summer,2000,0.52,0.103,1,2,1.0,20.0,166.0,68.5,1,0,0,0,0,0
GUA,Guatemala,2000 Summer,2000,18.124,11.651,7,14,1.071,26.0,173.0,68.0,1,0,0,0,0,0
GUI,Guinea,2000 Summer,2000,4.039,8.746,3,4,1.0,22.5,173.0,74.5,1,0,0,0,0,0
GUY,Guyana,2000 Summer,2000,1.497,0.742,1,4,1.0,23.5,180.5,76.5,1,0,0,0,0,0
HAI,Haiti,2000 Summer,2000,6.865,8.464,3,5,1.0,24.0,173.0,67.0,1,0,0,0,0,0
HKG,Hong Kong,2000 Summer,2000,171.643,6.712,9,34,0.912,20.5,173.0,65.0,1,0,0,0,0,0
HON,Honduras,2000 Summer,2000,7.104,6.575,2,2,4.0,22.0,176.5,73.5,1,0,0,0,0,0
HUN,Hungary,2000 Summer,2000,47.218,10.222,23,137,1.292,25.0,179.0,74.0,1,0,25,24,4,53
INA,Indonesia,2000 Summer,2000,179.482,206.265,12,32,1.469,25.0,170.0,60.0,1,0,2,4,2,8
IND,India,2000 Summer,2000,476.636,1056.58,13,37,1.568,25.0,173.0,67.0,1,0,0,0,1,1
IRI,Iran,2000 Summer,2000,362.717,64.219,12,33,1.0,24.0,178.0,74.0,1,0,3,0,1,4
IRL,Ireland,2000 Summer,2000,100.136,3.828,10,52,1.231,26.0,178.0,70.0,1,0,0,1,0,1
ISL,Iceland,2000 Summer,2000,9.026,0.279,5,28,0.643,22.0,175.0,65.0,1,0,0,0,1,1
ISR,Israel,2000 Summer,2000,132.704,6.286,9,43,0.907,24.0,180.5,75.0,1,0,0,0,1,1
ITA,Italy,2000 Summer,2000,1147.18,56.924,29,175,2.057,26.0,178.0,72.5,1,0,22,14,29,65
JAM,Jamaica,2000 Summer,2000,9.065,2.582,4,28,1.714,26.0,176.0,66.0,1,0,0,20,3,23
JOR,Jordan,2000 Summer,2000,8.725,5.103,6,8,1.0,24.5,174.0,67.0,1,0,0,0,0,0
JPN,Japan,2000 Summer,2000,4968.36,126.831,28,156,1.705,24.0,170.0,64.0,1,0,5,31,8,44
KAZ,Kazakhstan,2000 Summer,2000,18.292,14.866,17,104,1.25,26.0,175.0,68.5,1,0,3,4,0,7
KEN,Kenya,2000 Summer,2000,14.136,29.5,6,24,2.333,25.0,173.0,60.0,1,0,2,3,2,7
KGZ,Kyrgyzstan,2000 Summer,2000,1.368,4.875,9,58,0.81,23.0,180.0,73.0,1,0,0,0,1,1
KOR,South Korea,2000 Summer,2000,576.483,47.008,26,144,1.924,24.0,174.0,67.0,1,0,12,26,34,72
KSA,Saudi Arabia,2000 Summer,2000,189.515,20.474,5,14,1.286,23.0,175.0,70.0,1,0,0,1,1,2
KUW,Kuwait,2000 Summer,2000,37.721,2.217,6,10,2.8,23.0,176.0,72.0,1,0,0,0,1,1
LAO,Laos,2000 Summer,2000,1.72,5.324,2,3,1.0,22.0,182.0,75.0,1,0,0,0,0,0
LAT,Latvia,2000 Summer,2000,7.953,2.382,13,47,0.957,24.5,176.5,70.0,1,0,1,1,1,3
LBA,Libya,2000 Summer,2000,38.271,5.18,2,2,1.0,26.5,175.0,65.5,1,0,0,0,0,0
LBR,Liberia,2000 Summer,2000,0.864,2.653,1,5,1.2,26.0,177.5,74.0,1,0,0,0,0,0
LCA,Saint Lucia,2000 Summer,2000,0.933,0.156,2,5,1.0,24.0,170.0,70.0,1,0,0,0,0,0
LES,Lesotho,2000 Summer,2000,0.847,1.868,3,5,1.0,22.0,170.0,49.0,1,0,0,0,0,0
LIB,Lebanon,2000 Summer,2000,17.013,3.843,4,5,1.0,23.0,168.0,67.0,1,0,0,0,0,0
LTU,Lithuania,2000 Summer,2000,11.525,3.5,15,50,1.22,25.0,184.0,80.0,1,0,2,0,15,17
LUX,Luxembourg,2000 Summer,2000,21.326,0.434,4,8,0.875,24.0,170.0,65.0,1,0,0,0,0,0
MAD,Madagascar,2000 Summer,2000,4.629,15.767,4,10,1.1,24.0,165.0,55.0,1,0,0,0,0,0
MAR,Morocco,2000 Summer,2000,38.859,28.283,9,27,1.926,23.5,175.0,66.5,1,0,0,1,4,5
